id,domain,software,users_count,monthly_active_users
34186,lincolnite.net,Hometown,58,13
27906,drk.network,Mastodon,58,12
16004,cuties.social,Mastodon,58,36
15749,mastodon.opportunis.me,Mastodon,58,27
4367,amicale.net,Mastodon,58,32
179335,shadowofpalm.world,Mastodon,57,33
158874,mk.utvirtual.com,Misskey,57,
152576,butterflyarea.life,Mastodon,57,30
144859,paneworld.life,Misskey,57,
49512,social.kryta.app,Mastodon,57,12
37746,foros.fediverso.gal,Lemmy,57,1
34976,plantex.top,Mastodon,57,22
34489,eu.mastodon.green,Mastodon,57,10
34089,shark.community,Mastodon,57,15
28155,dreamin.online,Mastodon,57,5
22095,rheinland.social,Mastodon,57,12
20250,vandrare.page,Mastodon,57,14
16070,ocf.masto.host,Mastodon,57,1
12496,djs.social,Mastodon,57,15
5379,dewp.space,Mastodon,57,24
151592,possums.gay,,56,31
146269,chp.noyaskey.net,Cherrypick,56,
144262,mi.ikkaku.me,Misskey,56,
79682,mamutovo.cz,Mastodon,56,45
72664,rekabu.ru,Lemmy,56,4
50368,lepoulsdumonde.com,Mastodon,56,42
49375,tombraidersocial.com,Mastodon,56,8
31743,tw.town,Hometown,56,1
25609,public.mitra.social,Mitra,56,7
23563,pkteerium.xyz,Pleroma,56,5
155242,eatzeri.ch,Iceshrimp,55,4
146877,mstdn.forfun.su,Mastodon,55,20
146157,community.openbeta.io,NodeBB,55,5
83055,ebiverse.social,Misskey,55,
82869,tube.vencabot.com,PeerTube,55,1
75088,pixelfed.moe,Pixelfed,55,2
73708,cremebrul.ee,Misskey,55,
29916,anti-social.online,Mastodon,55,7
27653,vtuber.house,Mastodon,55,16
17025,kosmos.social,Mastodon,55,21
12571,mastodon.obspm.fr,Mastodon,55,8
11834,veronaxxx.masto.host,Mastodon,55,4
176328,cinderclad.site,Mastodon,54,57
171590,strangerinterface.site,Mastodon,54,31
83037,computerclub.social,Mastodon,54,13
82610,lovelive-misskey.t1nyb0x.cloud,Misskey,54,
78644,www.cepremap.fr,WordPress,54,33
75092,zgz.convoca.la,Gancio,54,
71676,sns.lemondouble.com,Misskey,54,
30714,piupiupiu.com.br,Mastodon,54,12
30293,owo.town,Mastodon,54,15
25525,grants.cafe,Mastodon,54,4
19481,dogodki.kompot.si,Mobilizon,54,
18386,soc.citizen4.eu,Friendica,54,9
17755,mastodon.derveni.org,Mastodon,54,3
1943,this.mouse.rocks,Mastodon,54,11
155701,defenseofliberty.social,Mastodon,53,31
153470,vernissage.pnpde.social,Vernissage,53,13
143186,amarinha.gal,Mastodon,53,16
89509,tube.gayfr.online,PeerTube,53,6
81127,mylittle.boutique,Misskey,53,
77653,mastodon.fedivienne.org,Mastodon,53,2
51414,birdbutt.com,Mastodon,53,27
49590,colter.social,Mastodon,53,19
45431,mastodon.sl,Mastodon,53,3
29660,ceilidh.online,Mastodon,53,4
29386,haunted.computer,Mastodon,53,22
29377,epistolary.org,Mastodon,53,8
26995,freifunk.social,Mastodon,53,11
25316,vhs.absturztau.be,PeerTube,53,3
168589,events.doesliverpool.com,Mobilizon,52,
148002,www.magozine.it,WordPress,52,47
90516,doushishokun.com,Misskey,52,
87958,pixel.redsnake.io,Pixelfed,52,11
87371,social.python-gsoc.org,Mastodon,52,5
78383,rstats.me,Mastodon,52,22
74766,nicaloro.com,Mastodon,52,7
72644,thehappyfamily.stream,Mastodon,52,15
66375,podhubie.vsieti.sk,Pleroma,52,5
49264,subdued.social,Mastodon,52,10
34518,ublog.tech,Mastodon,52,15
24599,xeno.glyphpress.com,Mastodon,52,14
22088,m.zuiho.moe,Misskey,52,8
19717,misskey.bubbletea.dev,Misskey,52,21
17458,gamemaking.social,Mastodon,52,11
12387,mobilizon.parinux.org,Mobilizon,52,
8696,boing.world,Mastodon,52,3
171358,uttaeruyo.com,Misskey,51,
164002,synthoverse.com,Mastodon,51,22
154273,dillyofapickle.com,Friendica,51,9
145886,natuyasumisskey.jp,Misskey,51,
144550,mobilizon.cdp89.fr,Mobilizon,51,
84233,sopadeletras.club,Writefreely,51,6
74720,fedi.halcyon-is.land,Mastodon,51,16
64795,solarsystem.social,Mastodon,51,9
37574,milliways.social,Mastodon,51,20
17487,dev.narwhal.city,Lotide,51,
16398,potate.space,Mastodon,51,7
9202,society.oftrolls.com,Mastodon,51,18
8583,mastodon.libre-entreprise.com,Mastodon,51,14
7636,raspidon.mamemo.online,Mastodon,51,6
4339,bunt.social,Mastodon,51,19
155796,hortensia.social,Mastodon,50,17
149485,ekmm.footbath.me,Misskey,50,
101728,peertube.astral0pitek.synology.me,PeerTube,50,3
84401,forum.ayom.media,Lemmy,50,5
72542,blackqueer.life,Mastodon,50,26
64919,reax.work,Misskey,50,
64893,puppycalendar.eu,Gancio,50,
53336,mk.precure.fun,Misskey,50,
157754,camifa.net,Gancio,49,
153561,pixelix.social,Pixelfed,49,7
145954,gamerstavern.online,Mastodon,49,32
77040,linz.city,Lemmy,49,1
71299,wikimedia.social,Mastodon,49,9
55676,hunterlife.net,Mastodon,49,31
31477,chaosfurs.social,Mastodon,49,27
30026,borahae.love,Mastodon,49,2
24601,social.data.coop,Mastodon,49,33
19285,medias.debrouillonet.org,PeerTube,49,5
17209,ifwo.eu,Mastodon,49,19
9411,hulvr.com,Mastodon,49,17
6808,gochisou.dev,Mastodon,49,3
6685,social.timespiral.co.jp,Mastodon,49,9
182631,marimo.ooo,Cherrypick,48,
164350,nnias.net,Mastodon,48,15
158562,violetgarden.pe.kr,Mastodon,48,34
156475,milkpudd.ing,Cherrypick,48,
153440,ohyeahcss.com,Mastodon,48,9
147431,shkey.cakestwix.com,Sharkey,48,
145628,chueok.pics,Pixelfed,48,1
91701,pixelfed.lt,Pixelfed,48,12
84260,bigrat.social,Mastodon,48,3
78867,social.numerique.gouv.fr,Mastodon,48,26
77646,pwp.space,Misskey,48,
53689,besties.com,Mastodon,48,1
50169,fediunam.site,Mastodon,48,2
36288,thoughtbot.social,Mastodon,48,5
32443,weremember.social,Mastodon,48,12
32122,qa.social,Mastodon,48,0
30950,barkclub.xyz,Mastodon,48,3
26640,universe.noridev.moe,Cherrypick,48,5
25279,moessingen.social,Mastodon,48,11
24798,shadowland.social,Mastodon,48,6
22834,el5.net,Mastodon,48,7
21398,pixel.gruene.social,Pixelfed,48,9
21018,sapratza.in,Gancio,48,
19336,events.litera.tools,Mobilizon,48,
16239,toots.dgplug.org,Mastodon,48,6
15966,mastodooooooon.xyz,Mastodon,48,7
157858,caen.eco-urbanis.fr,Mobilizon,47,
101783,tube.teckids.org,PeerTube,47,2
75430,bmu.beerinacan.com,,47,
67079,tuebingen.network,Mastodon,47,30
55357,barca.dix.asia,Mastodon,47,28
54991,owo.rs,Mastodon,47,2
49503,freiewaehler.social,Mastodon,47,3
46113,rockcd.jp,Mastodon,47,9
37191,mi.yude.moe,Misskey,47,8
34908,arthropod.social,Mastodon,47,2
27779,sekretaerbaer.de,Friendica,47,32
23877,neos.social,Mastodon,47,17
21584,tube.froth.zone,PeerTube,47,1
21556,toot.mantyke.icu,Mastodon,47,28
20062,xn--y9a6bah4ck.xn--y9a3aq,Mastodon,47,13
17648,ussr.win,Hubzilla,47,13
10338,social.antifa.gmbh,Mastodon,47,10
4176,witches.pub,Mastodon,47,1
160918,community.metahusk.com,NodeBB,46,3
158896,na.yami.ski,Misskey,46,
153832,peertube.boc47.org,PeerTube,46,4
79639,calendari.cc,Gancio,46,
78246,akce.nolog.cz,Gancio,46,
75494,rollenspiel.forum,Lemmy,46,4
66085,channels.im,Mastodon,46,44
54161,justsome.photos,Pixelfed,46,1
51220,pkutalk.com,Mastodon,46,6
46963,courbet.social,Mastodon,46,7
37589,hannover.town,Mastodon,46,15
34980,alcove.website,Hometown,46,1
29229,schuppentier.social,Mastodon,46,1
28090,bagarrosphere.fr,Mastodon,46,22
19172,lemmy.glasgow.social,Lemmy,46,0
17238,social.mochi.academy,Mastodon,46,24
17188,antabaka.me,Mastodon,46,8
16400,skrt.social,Mastodon,46,1
15981,godforsaken.website,Mastodon,46,27
10537,mast.linuxgamecast.com,Mastodon,46,15
161269,peertube.le-cem.com,PeerTube,45,2
156991,pixelfed.katholisch.social,Pixelfed,45,21
159719,b5-software.blog,Mastodon,44,5
154040,kompektiva.org,Mastodon,44,28
150077,berlin.askapunk.de,Gancio,44,
149388,mi-k.cloud,Misskey,44,
147809,posting.onl,Mastodon,44,46
87234,www.gctaisentl.com,Mastodon,44,12
80958,pt.thishorsie.rocks,PeerTube,44,7
76310,r.town,Mastodon,44,14
53668,misskey.delmulin.com,Misskey,44,
53550,netsphere.one,Mastodon,44,4
37213,social.edist.ro,Mastodon,44,24
29867,mastodon.dias.ie,Mastodon,44,9
27223,mobilizon.libretic.fr,Mobilizon,44,
22358,ps.s10y.eu,Mastodon,44,11
21147,social.afront.org,Mastodon,44,19
19954,mk.shc.kanagawa.jp,Meisskey,44,3
18945,social.nekover.se,Mastodon,44,28
16834,pixelfed.coupou.fr,Pixelfed,44,1
16378,social.kindbook.us,Hometown,44,1
6077,muknown.jp,Mastodon,44,4
4184,wandzeitung.xyz,Mastodon,44,16
158335,plus.qlub.social,Mastodon,43,16
156177,mi.hobymour.net,Misskey,43,
154625,counterforce.social,Mastodon,43,20
89030,www.lubakiagenda.net,Gancio,43,
80194,meetups.infosec.exchange,Mobilizon,43,
77108,mediapart.social,Mastodon,43,15
73774,newskey.ja-jp.org,Misskey,43,
72816,uchu-teien.com,Akkoma,43,7
72721,misskey.seitendan.com,Misskey,43,
71920,omochifestival.com,Misskey,43,
70667,lemmy.fediverse.jp,Lemmy,43,1
64784,fedifeed.net,Mastodon,43,36
52123,kusso-yotta.com,Misskey,43,
51886,minamina3710.com,Mastodon,43,2
46903,ijug.social,Mastodon,43,23
37441,zoo.retro-ink.com,Mastodon,43,10
32260,discuss.smash.today,Mastodon,43,7
31733,cultofshiv.wtf,Mastodon,43,16
30688,oliphaunt.social,Mastodon,43,4
174408,m.itsukey.jp,Misskey,42,
161053,duebelwein.de,Mastodon,42,28
160506,pix.blahaj.zone,Pixelfed,42,7
159114,mastodon.systemisch.dev,Mastodon,42,9
155277,maximux.mooo.com,Mastodon,42,27
152526,yeen.town,Sharkey,42,
152277,akkoma.noellabo.jp,Akkoma,42,16
145666,git.mzte.de,Forgejo,42,18
87787,furrysocial.ru,Misskey,42,2
77879,zoner.work,Sharkey,42,9
70543,dubvee.org,Lemmy,42,1
50147,purposefully.social,Mastodon,42,3
46978,artistalley.space,Mastodon,42,3
36106,mastodon.nycmesh.net,Mastodon,42,5
35981,qwwwq.cat,Mastodon,42,3
33783,einbeck.social,Mastodon,42,14
32432,reporter.social,Mastodon,42,23
26171,www.foxyhole.io,Sharkey,42,23
21982,friendica.myportal.social,Friendica,42,10
21476,mk.f72u.net,Misskey,42,19
18581,disco.is.nota.live,Funkwhale,42,2
18568,tanoshii.site,Misskey,42,21
17866,h.kokuda.org,Mastodon,42,13
17191,bcom.moe,Mastodon,42,8
1603,ubuntu.social,Mastodon,42,22
161629,moriskaya.xsns.jp,Misskey,41,
148294,tube.pari.cafe,PeerTube,41,2
80931,video.osgeo.org,PeerTube,41,4
76970,adultswim.fan,Lemmy,41,3
74505,librarysocialism.social,Mastodon,41,8
69648,jewdas.org,WordPress,41,45
55751,aschaffenburg.social,Mastodon,41,20
48913,mastodon.ouvaton.coop,Mastodon,41,21
47812,balotta.org,Gancio,41,
38854,mastodon.linuxmuster.net,Mastodon,41,8
36486,thecooltable.wtf,Mastodon,41,1
32249,fruef.social,Mastodon,41,13
31665,innoq.social,Mastodon,41,19
31397,seoul.earth,Mastodon,41,7
25436,friends.librescrum.org,Mastodon,41,10
174254,silentspring.online,Mastodon,40,30
173962,qlub.channel.org,Mastodon,40,29
163556,snowwhiteshard.site,Mastodon,40,30
153960,roma.convoca.la,Gancio,40,
153628,pataterie.ca,Mastodon,40,14
89414,photo.ivanamat.es,Pixelfed,40,3
84072,si.okin-jp.net,Kmyblue,40,16
81658,fi.okin-jp.net,Sharkey,40,6
74749,pxl.bub.org,Pixelfed,40,1
72814,mi.ap-log.net,Misskey,40,
72398,misskey.sweshelo.jp,Misskey,40,
70949,syrteplay.obspm.fr,PeerTube,40,3
54337,petlover.eu.org,Mastodon,40,3
53720,mastodon.moule.world,Mastodon,40,34
53487,kwpeace.ca,WordPress,40,17
47723,dasuniversum.social,Mastodon,40,13
37761,mastodon.bawue.social,Mastodon,40,13
37531,social.wikimedia.de,Mastodon,40,13
35756,greennet.social,Mastodon,40,9
32213,phire.place,Hometown,40,16
17370,aperi.tube,PeerTube,40,5
15023,rigcz.club,Mastodon,40,7
7090,taur.zone,Mastodon,40,6
1092,duckchat.me,Akkoma,40,10
174238,persona298.space,Mastodon,39,21
169705,mastodon.illumos.cafe,Mastodon,39,25
154324,mastodon.bahia.no,Mastodon,39,7
152470,avone.me,PeerTube,39,7
143679,flooftube.net,PeerTube,39,7
92102,ibbwstream.schule-bw.de,PeerTube,39,5
83966,msky.toma09to.com,Misskey,39,
80130,mastodon.infodocs.eu,Mastodon,39,6
78364,fed.dyne.org,Lemmy,39,5
76535,hub.moon.moe,Mastodon,39,16
73879,bookwyrm.welhaba.mx,Bookwyrm,39,4
52274,mstdn.v-elf.com,Mastodon,39,15
50292,rodent.life,Mastodon,39,11
48893,fidelis.social,Mastodon,39,8
48584,nsfwphotography.social,Mastodon,39,2
45720,social.cwts.nl,Mastodon,39,9
166542,crust.piefed.social,Piefed,38,19
161903,learninginpublic.jimmyzhang.space,Mastodon,38,10
150579,weague.awful.cloud,Akkoma,38,17
144181,4d2.social,Mastodon,38,11
86359,turath.tn,Mastodon,38,4
80576,foto.libre.bzh,Pixelfed,38,23
79765,globalskywatch.social,Mastodon,38,3
77853,displayeurope.social,Mastodon,38,5
70724,halubilo.social,Lemmy,38,1
53855,fedi.thechangebook.org,Hubzilla,38,6
47135,i1.no,Mastodon,38,12
34028,social.vates.tech,Mastodon,38,4
27824,mastodon.gardensoul.org,Mastodon,38,1
26259,social.mykolayiv.dcomm.net.ua,Mastodon,38,1
19033,lm.korako.me,Lemmy,38,1
16474,biscuit.town,Mastodon,38,21
8823,don.mamemo.online,Mastodon,38,10
5711,tinnies.club,Mastodon,38,20
170563,laburo.org,Pixelfed,37,2
168939,goob.garden,Sharkey,37,
158343,emacs.social,Mastodon,37,7
157423,wemadeforesight.shop,Mastodon,37,15
147678,events.ijug.eu,Mobilizon,37,
145257,uneune.one,Misskey,37,
90773,www.astronautinews.it,WordPress,37,55
90145,pixel.tiggi.es,Pixelfed,37,15
89840,rindo.garden,Iceshrimp,37,13
86804,bonito.cafe,Mastodon,37,20
81052,rtsn.dev,Mastodon,37,5
78499,social.mapolist.com,Mastodon,37,4
73308,mas.nzcow.com,Mastodon,37,14
70926,estrogen.plus,Sharkey,37,9
65966,paseo.casacamelia.xyz,Misskey,37,
56835,unredacted.social,Mastodon,37,14
54879,spookygirl.boo,Iceshrimp,37,8
54084,redfuku.com,Misskey,37,
48487,social.leinde.de,Mastodon,37,8
45927,hhsocial.de,Mastodon,37,10
37407,mastodon.furrycon.social,Mastodon,37,14
34627,mastodon.ameth.org,Mastodon,37,5
158360,infisector8.co.kr,Mastodon,36,32
156074,boriken.social,Mastodon,36,20
154590,critters.gay,Sharkey,36,
148707,redpointguard.com,WordPress,36,36
90207,a2c.misskey.casa,Misskey,36,
79717,qn.krig.jp,Mastodon,36,21
73764,officiell-info.se,Mastodon,36,15
71596,superneko.net,Misskey,36,
69840,duh.mymath.rocks,,36,36
67876,prison.suomomo.com,Firefish,36,4
66008,rss.mymath.rocks,,36,36
65449,tags.mymath.rocks,,36,36
64690,ideas.mymath.rocks,,36,36
57010,inokashiraskey.jp,Misskey,36,
54984,farmgarden.nora.social,Mastodon,36,16
50485,selfhosted.cafe,Mastodon,36,1
50386,mymath.rocks,,36,36
47530,vixen.zone,Mastodon,36,15
46756,puls.social,Mastodon,36,1
45667,greenhill.zone,Mastodon,36,3
45609,news.rpi-virtuell.de,WordPress,36,39
45423,social.nog.community,Mastodon,36,1
37237,fediverse.science,Mastodon,36,3
36023,jaxbeach.social,Mastodon,36,4
34864,serenityos.social,Mastodon,36,12
30697,carhenge.club,Mastodon,36,5
30452,oisaur.com,Mastodon,36,27
29222,teh.entar.net,Mastodon,36,19
28453,social.design.systems,Mastodon,36,8
27922,socialnotwork.net,Mastodon,36,5
23810,scipost.social,Mastodon,36,2
23310,tube.rsi.cnr.it,PeerTube,36,8
9752,trollian.space,Sharkey,36,27
3313,mstdn.anqou.net,Mastodon,36,14
178721,grayzone.quest,Mastodon,35,39
177904,discussions.sciety.org,Bonfire,35,
169990,mrskirakiradayz.masto.host,Mastodon,35,26
163965,tagpush.app,Gotosocial,35,
163708,lemmybefree.net,Lemmy,35,6
158679,spacetraveler.work,Cherrypick,35,
182648,spawnism.st,,34,
170623,others.city,Mastodon,34,18
168106,eternal.7days.city,Cherrypick,34,
164533,mastodon.usal.es,Mastodon,34,4
156932,lemmy.net.au,Lemmy,34,3
155124,rebaltela.org,Gancio,34,
154079,fem.elbarri.online,Mastodon,34,23
151597,confeito.me,Misskey,34,
144202,peertube.nadeko.net,PeerTube,34,9
81045,gameguard.moe,Misskey,34,
79727,verse.averagedood.xyz,Sharkey,34,9
77504,www.venue.de,WordPress,34,89
72119,mn.siru.tokyo,Mastodon,34,28
69644,www.donaustroom.eu,WordPress,34,38
53865,tamausa.trigonoretrism.com,Misskey,34,
45872,yeg.bike,Mastodon,34,9
37059,underwear.social,Mastodon,34,12
36271,pic.fossdle.org,Pixelfed,34,2
35266,thecle.land,Misskey,34,13
32002,s.basspistol.org,Misskey,34,6
31538,frameperfect.space,Mastodon,34,2
30717,troet.burg-halle.de,Mastodon,34,20
30544,hamradio.tel,Mastodon,34,2
28528,social.tinygo.org,Mastodon,34,4
24118,focal.social,Mastodon,34,1
19487,pl.fediverse.pl,Pleroma,34,1
17011,flokinet.social,Mastodon,34,11
16810,netzsphaere.xyz,Akkoma,34,13
16790,under-bank.blue,Mastodon,34,16
14268,cornichon.me,Mastodon,34,11
7195,mdn.hinaloe.net,Mastodon,34,1
161687,desparatesluts.online,,33,
156605,meet.harmreduction.works,Gancio,33,
101736,toot.teckids.org,Mastodon,33,19
91055,hoplagenda.fr,Mobilizon,33,
88466,mi.nekonet.cyou,Misskey,33,
87446,murayakey.com,Misskey,33,
86074,program-theia.monster,Mastodon,33,9
78806,fwoof.space,Mastodon,33,26
75347,newspapers.se,Mastodon,33,25
174143,thriv.social,Piefed,32,21
164505,snap.village.one,Pixelfed,32,14
158887,moemoe.dev,Misskey,32,
158836,pri.monster,Misskey,32,
154264,pix.coffee-break.cc,Pixelfed,32,11
149044,vzla.masto.host,Mastodon,32,12
146384,space.ministryoftesting.com,Mastodon,32,2
88072,smugcat.moe,Sharkey,32,
76280,coolviruses.download,Firefish,32,3
72188,mstdn.ofraglapis.net,Mastodon,32,8
72181,www.psychocloud.tech,Mastodon,32,8
70776,video.fabriquedelatransition.fr,PeerTube,32,1
70288,writefreely.ch,Writefreely,32,2
68036,mstdn.soine.site,Mastodon,32,8
55378,moonbow.garden,Mastodon,32,12
52351,bridport.social,Mastodon,32,1
46589,polsci.social,Mastodon,32,7
46475,normal.style,Mastodon,32,27
37452,c3d2.social,Mastodon,32,19
36282,toot.snipesearch.co.uk,Mastodon,32,4
35087,artsandculture.social,Mastodon,32,7
33739,carfree.city,Hometown,32,6
30212,salesforcebreak.com,WordPress,32,18
28900,mst.universoalterno.es,Mastodon,32,12
28220,social.fossdle.org,Mastodon,32,9
26111,social.rivne.dcomm.net.ua,Mastodon,32,1
23944,unstable.systems,Mastodon,32,19
19204,music.chosto.me,Funkwhale,32,2
16893,lastfree.space,Friendica,32,6
14914,s.zholnay.name,Mastodon,32,2
11487,peertube2.cpy.re,PeerTube,32,8
10551,cuddly.space,Mastodon,32,8
8733,real-escape.jp,Mastodon,32,1
959,jauntygoat.net,Mastodon,32,6
175285,maga.place,Lemmy,31,8
170492,t.gfscs.com,Misskey,31,
162127,social.kit.edu,Mastodon,31,16
158371,zs.s-zensky.com,Misskey,31,
152456,gnulinux.tube,PeerTube,31,7
149674,msk.roppongimfg.xyz,Misskey,31,
171201,bark.wolp.chat,wafrn,30,19
161153,edmontonian.social,Misskey,30,
157229,uppsala.social,Mobilizon,30,
155000,blueben.club,Mastodon,30,26
150708,misskey.cannorin.net,Misskey,30,
149022,misskey.rockcutter.jp,Misskey,30,
147263,mi.t03.io,Misskey,30,
80998,mogmogkeynet.com,Misskey,30,
78179,fedi.lat,Mastodon,30,19
75034,asso.lgbt,Mastodon,30,22
74380,mi.kyanos.one,Misskey,30,
71066,shadows.rest,Mastodon,30,7
56959,misskey.midorichan.net,Misskey,30,
56608,mastodon.testausserveri.fi,Mastodon,30,3
55244,rail.siberia.work,Akkoma,30,18
55193,modelrailroadballast.com,Mastodon,30,2
54044,geoplanetary.net,Misskey,30,
53738,pl.nagi.fan,Pleroma,30,2
51184,mi.tebukuro.xyz,Misskey,30,
50837,terapeldigitaal.nl,Mastodon,30,2
37362,nluug.social,Mastodon,30,10
33474,fireplace.cafe,Mastodon,30,6
33188,mastodon.vanlife.is,Mastodon,30,8
28480,cursoryreview.org,Mastodon,30,1
27805,social.chiefgyk3d.com,Mastodon,30,4
26491,peertube.rural-it.org,PeerTube,30,2
25440,social.chaotikum.org,Mastodon,30,13
23267,pt.ilyamikcoder.com,PeerTube,30,3
20272,wiesbaden.social,Mastodon,30,8
19556,legbeard.xyz,Lemmy,30,1
17549,jako.social,Mastodon,30,1
12797,mastodon.iut-larochelle.fr,Mastodon,30,1
6723,calamity.masto.host,Mastodon,30,0
6300,boitam.eu,Mastodon,30,19
5845,elict.net,Mastodon,30,1
5244,social.troll.academy,Mastodon,30,11
4055,poils.pachyderme.net,Mastodon,30,2
3870,x0f.org,Mastodon,30,10
181937,1984.vu,Mastodon,29,30
170101,agenda.villemorte.fr,Gancio,29,
160039,dordrecht.social,Mastodon,28,8
159251,mastodon.demo2.jp,Mastodon,28,27
156606,events.campus.ltu.se,Gancio,28,
156063,mast.abc.se,Mastodon,28,9
153158,hubzilla.diaspo.it,Hubzilla,28,5
149364,terreta.org,Mastodon,28,11
148242,kawaii.party,Misskey,28,1
86275,sv-hke.de,WordPress,28,3
83277,agenda.reteappenninica.it,Gancio,28,
76238,pixelfed.pix-n-chill.fr,Pixelfed,28,14
65828,misskey.edel-ornstein.pro,Misskey,28,
65103,freie-re.de,Mastodon,28,10
54361,toot.foundation,Mastodon,28,3
53460,misskey.haun.jp,Misskey,28,
49612,mastodon.otherworldsink.com,Mastodon,28,15
46287,fedi.treeoflifecomic.com,Pleroma,28,2
37366,fundraising.social,Mastodon,28,4
32468,social.asraelvudogel.de,Mastodon,28,1
29488,mastodon.roundpond.net,Mastodon,28,4
28673,sbg-social.at,Mastodon,28,3
28527,old.mermaid.town,Hometown,28,12
26917,peertube.libretic.fr,PeerTube,28,5
23283,mi.shi-jk.com,Misskey,28,0
20964,des.convoca.la,Gancio,28,
10614,fiasco.social,Mastodon,28,10
9104,mastodon.indie.host,Mastodon,28,9
8260,selfy.army,Mastodon,28,3
3925,mk.lei202.com,Meisskey,28,4
3270,nya.lemonade.moe,Mastodon,28,6
163926,fahrradtermine-berlin.de,Gancio,27,
156244,fantastika.social,NeoDB,27,4
155382,fedi.catto.garden,Akkoma,27,13
155191,scrim.social,Pixelfed,27,3
152319,shusuki.fd-sns.com,Misskey,27,
86596,allovertheplace.ca,Mastodon,27,20
80591,smolhaj.social,Mastodon,27,18
80416,idealists.su,Akkoma,27,5
79527,fediffusion.art,Pleroma,27,4
79209,kinkcalendar.site,Gancio,27,
75396,queer.cool,Mastodon,27,13
174336,zensky-pj.com,PeerTube,26,14
168929,ahsocial.ar,Mastodon,26,15
164729,pix.pink-unicorn.club,Pixelfed,26,12
160489,img.hoof-paw.art,Pixelfed,26,1
158257,szdiy.social,Mastodon,26,9
156790,peertube.pnpde.social,PeerTube,26,11
154564,pix.gergen.us,Pixelfed,26,0
153486,philosophy.cafe,Lemmy,26,1
149014,msk.kitamiss.com,Misskey,26,
148587,fedi.fabrykajabo.li,Iceshrimp,26,17
145330,discussions.thenexus.today,NodeBB,26,2
101789,grimoire.eu.org,Writefreely,26,
89578,misskey.acuah.info,Misskey,26,
85689,sdasocial.org,Mastodon,26,4
80605,anticapitalista.it,Mastodon,26,12
79303,communitymedia.video,PeerTube,26,6
75243,sky.drago.moe,Misskey,26,
74843,pbs.idv.tw,Mastodon,26,15
72503,vrccl.life,Misskey,26,
68163,misskey.ssskkk.top,Misskey,26,
67098,firetribe.org,Sharkey,26,6
55824,lasitua.org,Gancio,26,
53908,misskey.yancya.club,Misskey,26,
52002,webdev.so,Mastodon,26,5
51958,kono.pub,Mastodon,26,7
47656,darringaming.com,Hometown,26,3
36885,sociabl.be,Mastodon,26,5
35959,bigballchunkyverse.online,Mastodon,26,1
34962,community.publicinfrastructure.org,Mastodon,26,1
34589,millefeuilles.cloud,Bookwyrm,26,6
34035,social.randomserver.org,Mastodon,26,6
32845,florp.social,Akkoma,26,17
32244,tootr.co,Mastodon,26,7
31605,snooker.uk.to,Mastodon,26,7
31208,videochina.net,Mastodon,26,1
30564,masto.uno,Mastodon,26,18
29205,securitycafe.ca,Mastodon,26,6
27866,mastodon.garden,Mastodon,26,2
26667,pravdasocial.net,Mastodon,26,4
20470,mainz.social,Mastodon,26,23
181475,pokemonredive.kut-a.link,Mastodon,25,25
177254,highway.ttobot.kr,Mastodon,25,25
170556,fadededen.ttobot.kr,Mastodon,25,23
161222,gypso.fun,Misskey,25,
156568,video.olos311.org,PeerTube,25,2
155928,preferred.social,Piefed,25,1
154627,sayansi.social,Mastodon,25,7
150162,der-echte-nerden.social,Mastodon,25,9
149176,ponjour.com,Mastodon,25,6
145972,social.avali.zone,Mastodon,25,7
93610,straightouttacotton.com,Pixelfed,25,1
88793,hub.hubzilla.hu,Hubzilla,25,18
88506,superhappy.social,Mastodon,25,7
88092,beep.town,Mastodon,25,18
81572,moe.social,Mastodon,25,2
76242,peertube.pix-n-chill.fr,PeerTube,25,2
72741,mastodon.ninth-sekai.monster,Mastodon,25,4
72400,mastodon.jj5fxl.net,Mastodon,25,12
52867,misskey.mugiko.moe,Misskey,25,
51201,zocial.ee,Mastodon,25,1
50574,social.butnot.today,Mastodon,25,7
49932,krigskunst.social,Mastodon,25,8
45885,misskey.takeko.cyou,Misskey,25,4
45374,rockosbasilisk.com,Mastodon,25,15
33749,morph.oksocial.net,Pleroma,25,7
33628,onlyarts.social,Mastodon,25,2
33537,detmi.social,Mastodon,25,5
32506,were.party,Mastodon,25,5
32316,beppo.online,Mastodon,25,18
29634,social.esmarconf.org,Mastodon,25,1
28670,dcerberus.com,Mastodon,25,9
28125,ploen.social,Mastodon,25,6
27911,restof.social,Mastodon,25,1
25441,social.rootaccess.org,Mastodon,25,5
23029,pixelfed.fftlt.net,Pixelfed,25,1
23017,video.snug.moe,PeerTube,25,3
22541,social.qunn.eu,Akkoma,25,7
22427,hub.hoteldaan.nl,Hubzilla,25,14
19981,pr.shc.kanagawa.jp,Akkoma,25,1
16579,my.elven.pw,Mastodon,25,1
160811,twink.men,Sharkey,24,18
158433,prra.uk,Writefreely,24,
149480,mastodon.co.id,Mastodon,24,4
147451,sk.girlthi.ng,Sharkey,24,
146682,ck.catwithaclari.net,Sharkey,24,
146308,prra.xyz,Writefreely,24,
146010,mobilizon.boc47.org,Mobilizon,24,
144826,homestead.social,Mastodon,24,11
90421,social.soraharu.app,Mastodon,24,5
88625,nagisa.town,Misskey,24,
87648,mastodon.juniperrae.net,Mastodon,24,7
79767,euphorian.net,Mastodon,24,8
